Perovskite_dimension_3D,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_band_gap
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.4I2.6,
TRUE,TRUE,MAPbBrI,MAPbBr0.8I2.2,
TRUE,TRUE,MAPbBrI,MAPbBr1.2I1.8,
TRUE,TRUE,MAPbBrI,MAPbBr1.6I1.4,
TRUE,TRUE,MAPbBrI,MAPbBr2I,
TRUE,TRUE,MAPbBrI,MAPbBr1.6I1.4,
TRUE,TRUE,CsSnI,CsSnI3,
FALSE,TRUE,CsSnI,CsSnI3,
TRUE,TRUE,CsSnI,CsSnI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.43I2.57,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbSnBrI,CsPb0.75Sn0.25Br2I,
TRUE,TRUE,CsPbSnBrI,CsPb0.5Sn0.5Br2I,
TRUE,TRUE,CsPbSnBrI,CsPb0.25Sn0.75Br2I,
TRUE,TRUE,CsSnBrI,CsSnBr2I,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,FASnI,FASnI3,1.41
TRUE,TRUE,FASnI,FASnI3,1.41
TRUE,TRUE,FASnI,FASnI3,1.41
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAPbBrI,FAPbBr0.3I2.7,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,FAPbBrI,FAPbBr0.3I2.7,
TRUE,TRUE,FAPbBrI,FAPbBr0.3I2.7,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,FAPbBrI,FAPbBr0.3I2.7,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,FAMAPbI,FA0.79MA0.21PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.76MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.75MA0.15PbBr0.45I,
TRUE,TRUE,FAMAPbBrI,FA0.75MA0.15PbBr0.45I,
TRUE,TRUE,FAMAPbBrI,FA0.75MA0.15PbBr0.45I,
TRUE,TRUE,FAMAPbBrI,FA0.75MA0.15PbBr0.45I,
TRUE,TRUE,FAMAPbBrI,FA0.75MA0.15PbBr0.45I,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,FAMAPbBrI,FA0.76MA0.15PbBr0.48I2.42,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
